user_id,timestamp,temperature,time_of_the_day,behaviour,frequency_crossing,weather_conditions,day_of_week,anomalous_probability,anomaly_reason,behavior,feature_count,normal_probability,prediction_confidence,prediction_timestamp,used_user_model
USER019,2025-01-18 00:03:31.851,25,morning,anomalous,856,snowy,6,,,,,,,,
USER008,2025-04-25 13:27:45.997,56,evening,normal,487,cloudy,1,,,,,,,,
USER001,2025-11-29 02:04:00.563,-31,morning,normal,648,sunny,6,,,,,,,,
USER018,2025-08-19 20:42:42.398,-1,night,normal,8,cloudy,5,,,,,,,,
USER003,2025-10-20 22:32:51.188,21,night,anomalous,526,snowy,4,,,,,,,,
USER018,2025-09-01 08:29:47.177,-29,afternoon,anomalous,596,cloudy,2,,,,,,,,
USER008,2025-06-25 04:16:29.601,22,morning,normal,848,rainy,0,,,,,,,,
USER014,2025-07-10 06:52:04.946,57,afternoon,normal,95,cloudy,2,,,,,,,,
USER005,2025-10-19 09:17:39.259,55,afternoon,normal,723,rainy,5,,,,,,,,
USER001,2025-08-15 11:23:29.692,-49,afternoon,anomalous,245,rainy,6,,,,,,,,
USER012,2025-02-14 05:15:44.585,17,morning,normal,370,snowy,3,,,,,,,,
USER011,2025-04-28 18:26:22.201,9,night,normal,133,cloudy,0,,,,,,,,
USER004,2025-01-04 17:47:07.481,13,night,normal,465,snowy,4,,,,,,,,
USER001,2025-02-16 21:19:13.206,-12,night,anomalous,516,snowy,1,,,,,,,,
USER003,2025-03-24 14:00:41.136,-39,evening,anomalous,789,cloudy,1,,,,,,,,
USER018,2025-10-03 23:02:38.478,-22,night,anomalous,217,snowy,0,,,,,,,,
USER008,2025-09-02 08:34:56.811,-5,afternoon,normal,943,sunny,3,,,,,,,,
USER019,2025-02-13 20:21:23.658,-8,night,anomalous,897,snowy,5,,,,,,,,
USER011,2025-03-16 09:09:55.620,24,afternoon,anomalous,465,cloudy,2,,,,,,,,
USER012,2025-06-08 18:14:53.586,-42,night,normal,271,sunny,0,,,,,,,,
USER013,2025-02-05 11:07:27.087,-3,afternoon,anomalous,554,cloudy,3,,,,,,,,
USER017,2025-09-18 18:00:33.216,-32,night,normal,495,snowy,2,,,,,,,,
USER004,2025-04-18 07:25:46.353,16,afternoon,anomalous,254,snowy,4,,,,,,,,
USER003,2025-10-26 16:24:33.859,8,evening,anomalous,114,rainy,1,,,,,,,,
USER012,2025-06-27 23:56:50.529,-50,morning,anomalous,897,rainy,3,,,,,,,,
USER016,2025-07-09 07:50:54.047,-9,afternoon,anomalous,103,sunny,0,,,,,,,,
USER004,2025-12-03 06:14:33.547,22,morning,anomalous,446,sunny,1,,,,,,,,
USER013,2025-03-17 10:39:05.162,8,afternoon,normal,18,snowy,0,,,,,,,,
USER003,2025-08-21 07:54:23.753,32,afternoon,normal,480,snowy,1,,,,,,,,
USER012,2025-01-23 14:12:10.471,-12,evening,anomalous,944,snowy,4,,,,,,,,
USER016,2025-12-30 03:26:06.062,-46,morning,normal,787,sunny,3,,,,,,,,
USER010,2025-02-14 01:12:51.842,27,morning,anomalous,433,rainy,6,,,,,,,,
USER015,2025-11-30 09:54:35.010,-23,afternoon,normal,773,snowy,5,,,,,,,,
USER002,2025-02-13 01:29:43.124,25,morning,normal,136,rainy,0,,,,,,,,
USER008,2025-05-04 05:43:32.628,37,morning,normal,118,rainy,6,,,,,,,,
USER007,2025-09-22 13:10:05.959,30,evening,anomalous,604,sunny,5,,,,,,,,
USER016,2025-01-14 06:09:40.302,20,morning,normal,174,rainy,2,,,,,,,,
USER020,2025-11-15 20:48:41.872,-7,night,anomalous,738,rainy,2,,,,,,,,
USER007,2025-08-02 16:16:38.402,-1,evening,normal,157,rainy,1,,,,,,,,
USER002,2025-03-02 07:17:10.458,-38,afternoon,anomalous,968,snowy,3,,,,,,,,
USER006,2025-07-29 14:15:14.747,-46,evening,normal,928,sunny,2,,,,,,,,
USER002,2025-10-15 09:45:34.132,2,afternoon,anomalous,140,sunny,4,,,,,,,,
USER018,2025-02-26 09:45:16.882,-47,afternoon,anomalous,962,rainy,0,,,,,,,,
USER010,2025-12-22 12:30:30.623,-9,evening,anomalous,952,snowy,0,,,,,,,,
USER004,2025-04-23 16:04:28.713,32,evening,anomalous,92,cloudy,5,,,,,,,,
USER003,2025-04-10 01:46:40.806,42,morning,anomalous,32,sunny,2,,,,,,,,
USER015,2025-11-18 22:42:11.025,2,night,normal,770,rainy,6,,,,,,,,
USER015,2025-03-20 10:02:52.715,-23,afternoon,normal,453,cloudy,1,,,,,,,,
USER009,2025-12-12 14:53:16.180,-20,evening,anomalous,290,cloudy,5,,,,,,,,
USER013,2025-10-18 04:49:19.952,11,morning,anomalous,904,cloudy,1,,,,,,,,
USER007,2025-07-13 19:54:36.239,59,night,anomalous,497,cloudy,4,,,,,,,,
USER012,2025-05-29 00:35:32.554,43,morning,anomalous,927,rainy,3,,,,,,,,
USER020,2025-12-07 05:29:36.467,45,morning,normal,609,snowy,6,,,,,,,,
USER007,2025-06-25 08:29:00.391,-37,afternoon,normal,330,cloudy,0,,,,,,,,
USER010,2025-09-30 07:32:50.377,51,afternoon,anomalous,559,snowy,0,,,,,,,,
USER014,2025-12-23 18:26:39.507,56,night,anomalous,799,rainy,2,,,,,,,,
USER008,2025-11-24 04:53:23.694,29,morning,normal,766,snowy,4,,,,,,,,
USER012,2025-12-09 20:26:51.114,-30,night,anomalous,78,sunny,4,,,,,,,,
USER003,2025-12-07 23:30:01.510,0,morning,anomalous,687,snowy,1,,,,,,,,
USER001,2025-04-20 15:58:21.974,-46,evening,normal,19,rainy,3,,,,,,,,
USER006,2025-12-03 06:32:47.364,-33,afternoon,anomalous,275,cloudy,2,,,,,,,,
USER020,2025-07-04 12:08:07.879,58,evening,normal,592,rainy,1,,,,,,,,
USER013,2025-04-01 00:47:05.602,17,morning,normal,788,snowy,5,,,,,,,,
USER020,2025-05-16 13:13:36.592,17,evening,normal,175,cloudy,5,,,,,,,,
USER017,2025-12-22 06:54:45.157,28,afternoon,normal,913,rainy,2,,,,,,,,
USER017,2025-03-15 12:45:27.547,16,evening,anomalous,464,sunny,5,,,,,,,,
USER004,2025-05-09 15:43:38.052,-1,evening,anomalous,852,snowy,5,,,,,,,,
USER019,2025-07-27 19:21:05.340,-18,night,anomalous,770,cloudy,5,,,,,,,,
USER006,2025-11-27 23:37:26.958,28,morning,normal,286,rainy,1,,,,,,,,
USER005,2025-01-11 05:28:29.679,-31,morning,anomalous,475,sunny,3,,,,,,,,
USER019,2025-11-09 16:34:56.215,57,night,normal,50,cloudy,3,,,,,,,,
USER003,2025-02-22 05:10:20.306,-17,morning,anomalous,379,cloudy,1,,,,,,,,
USER015,2025-06-28 17:12:00.530,8,night,normal,660,cloudy,3,,,,,,,,
USER008,2025-09-07 21:10:57.812,-27,night,anomalous,583,cloudy,6,,,,,,,,
USER002,2025-04-21 10:06:35.749,23,afternoon,anomalous,75,snowy,2,,,,,,,,
TEST_USER,2025-11-06 21:37:55.149,25,morning,,150,snowy,6,,,,,,,,
USER001,2025-11-06 21:49:46.731,25,morning,,150,rainy,0,,,,,,,,
USER500,2025-11-06 22:14:42.146,25,morning,,150,cloudy,5,0.4,,normal,10.0,0.6,0.6,2025-11-07 03:45:38.960,False
